imagen,id,nombres
8mp_020620_11_23_07_614901.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_08_724857.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_09_484228.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_11_134720.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_12_127961.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_13_160880.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_14_257848.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_16_724286.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_19_232630.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_20_035170.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_21_026400.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_21_815503.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_22_602710.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_34_459860.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_35_239812.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_36_199020.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_36_998189.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_38_066921.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_39_104922.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_40_887152.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_41_924381.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_43_983976.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_45_514551.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_47_812134.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_48_828293.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_49_628216.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_50_440120.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_23_51_609517.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_53_511927.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_54_630316.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_55_439922.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_57_495578.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_23_58_893910.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_01_462546.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_03_655925.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_24_04_426899.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_05_382987.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_06_127914.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_24_06_909376.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_07_998903.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_09_910572.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_11_222659.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_12_218372.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_14_383745.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_15_870386.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_18_258238.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_19_242436.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_19_978821.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_21_027827.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_22_064346.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_22_871934.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_26_427271.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_24_27_436202.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_24_29_679956.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_31_314357.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_35_927801.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_38_119272.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_52_451007.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_54_032491.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_56_518130.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_58_937488.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_24_59_696566.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_00_728936.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_01_523574.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_02_310349.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_03_375658.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_04_405833.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_38_739934.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_47_413286.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_49_128433.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_50_138892.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_51_906062.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_25_54_029473.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_25_54_858925.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_25_58_644869.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_01_211214.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_01_958370.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_02_948249.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_03_738192.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_04_723770.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_05_483005.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_06_572859.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_07_551500.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_10_559194.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_11_521900.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_12_662543.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_14_185089.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_20_301452.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_21_092682.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_22_731068.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_26_946838.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_28_194520.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_26_29_770651.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_34_028826.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_35_067536.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_35_865141.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_36_648051.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_37_879412.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_39_529678.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_40_527035.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_42_780705.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_45_065172.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_46_578071.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_51_197595.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_52_196676.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_52_997227.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_26_53_727135.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_54_485094.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_55_271111.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_57_130795.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_59_027058.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_26_59_841813.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_00_874264.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_03_346454.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_05_862988.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_08_598982.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_09_398075.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_10_207163.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_11_235361.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_12_290649.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_13_530141.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_14_270185.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_15_290925.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_22_154151.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_22_890597.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_23_644812.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_24_681739.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_25_702774.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_26_988263.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_27_979868.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_30_078643.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_31_644571.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_33_933604.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_34_690141.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_35_730194.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_36_523772.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_37_554746.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_38_351571.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_39_437247.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_27_42_322057.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_54_530101.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_55_614921.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_27_56_633142.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_05_789351.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_28_06_806528.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_08_063910.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_09_612472.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_28_11_914113.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_14_111641.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_28_15_120495.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_15_919371.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_16_955319.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_17_988382.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_19_097857.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_28_25_345554.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_28_34_344899.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_28_53_210728.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_31_07_860295.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_33_00_849045.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_38_54_100046.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_38_54_951989.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_11_38_55_779250.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_38_56_745791.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_11_38_57_452265.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_060520_11_10_59_813025.jpg,Anacyclus radiatus Loisel.,"['Yellow button.', 'بابونه ی زرد وحشی', 'Anthemis tinctoria']"
8mp_060520_11_11_00_652515.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_11_59_777258.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_12_00_474068.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_12_01_285343.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_17_30_216506.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_17_31_045409.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_17_31_713598.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_17_32_518162.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_07_446326.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_08_296264.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_09_305357.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_10_152108.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_10_956339.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_11_807893.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_12_698384.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_13_583837.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
8mp_060520_11_47_14_384387.jpg,Glebionis coronaria (L.) Cass. ex Spach,"['Crown Daisy', 'Garland chrysanthemum', 'Chop-suey-green']"
